Name,Child Of,Points,Eats,Feet,Inches,Weight,Strength,Hit Points,Dexterity,Will Power,Intelligence,Perception,Health,Fatigue,Damage Resistance,Speed,Basic Lift,Basic Move,Basic Dodge
149,79,18,herbivore,15.000000,0.000000,6085.061523,14.000000,6.000000,13.000000,5.000000,6.000000,10.000000,6.000000,10.000000,0.000000,4.500000,39.000000,6.000000,9.000000,
150,140,3,carnivore,9.000000,0.000000,757.724487,11.000000,11.000000,14.000000,9.000000,10.000000,7.000000,11.000000,10.000000,0.000000,2.000000,24.000000,3.000000,6.000000,
152,140,3,carnivore,9.000000,0.000000,757.724487,11.000000,11.000000,14.000000,9.000000,10.000000,7.000000,11.000000,10.000000,0.000000,2.000000,24.000000,3.000000,6.000000,
154,144,9,carnivore,21.000000,0.000000,23999.984375,13.000000,8.000000,19.000000,5.000000,5.000000,1.000000,8.000000,10.000000,0.000000,2.500000,33.000000,5.000000,8.000000,
156,144,9,carnivore,21.000000,0.000000,23999.984375,13.000000,8.000000,19.000000,5.000000,5.000000,1.000000,8.000000,10.000000,0.000000,2.500000,33.000000,5.000000,8.000000,
158,84,4,carnivore,6.000000,0.000000,144.999954,12.000000,8.000000,16.000000,8.000000,9.000000,4.000000,8.000000,10.000000,0.000000,2.250000,28.000000,2.000000,5.000000,
160,84,4,carnivore,6.000000,0.000000,144.999954,12.000000,8.000000,16.000000,8.000000,9.000000,4.000000,8.000000,10.000000,0.000000,2.250000,28.000000,2.000000,5.000000,
151,93,5,herbivore,15.000000,0.000000,6085.061523,15.000000,7.000000,13.000000,8.000000,5.000000,5.000000,7.000000,10.000000,0.000000,4.000000,45.000000,6.000000,9.000000,
153,93,5,herbivore,15.000000,0.000000,6085.061523,15.000000,7.000000,13.000000,8.000000,5.000000,5.000000,7.000000,10.000000,0.000000,4.000000,45.000000,6.000000,9.000000,
155,115,8,herbivore,9.000000,0.000000,757.724487,10.000000,7.000000,11.000000,12.000000,9.000000,11.000000,7.000000,10.000000,0.000000,4.000000,20.000000,5.000000,8.000000,
157,115,8,herbivore,9.000000,0.000000,757.724487,10.000000,7.000000,11.000000,12.000000,9.000000,11.000000,7.000000,10.000000,0.000000,4.000000,20.000000,5.000000,8.000000,
159,139,1,herbivore,15.000000,0.000000,6085.061523,14.000000,7.000000,12.000000,9.000000,5.000000,5.000000,7.000000,10.000000,0.000000,4.500000,39.000000,6.000000,9.000000,
161,139,1,herbivore,15.000000,0.000000,6085.061523,14.000000,7.000000,12.000000,9.000000,5.000000,5.000000,7.000000,10.000000,0.000000,4.500000,39.000000,6.000000,9.000000,
162,140,5,carnivore,21.000000,0.000000,23999.984375,11.000000,14.000000,13.000000,9.000000,10.000000,6.000000,14.000000,10.000000,0.000000,2.250000,24.000000,5.000000,7.000000,
164,140,5,carnivore,21.000000,0.000000,23999.984375,11.000000,14.000000,13.000000,9.000000,10.000000,6.000000,14.000000,10.000000,0.000000,2.250000,24.000000,5.000000,7.000000,
166,144,11,carnivore,15.000000,0.000000,6085.061523,12.000000,7.000000,19.000000,5.000000,5.000000,1.000000,7.000000,10.000000,0.000000,2.250000,28.000000,4.000000,7.000000,
168,144,11,carnivore,15.000000,0.000000,6085.061523,12.000000,7.000000,19.000000,5.000000,5.000000,1.000000,7.000000,10.000000,0.000000,2.250000,28.000000,4.000000,7.000000,
170,84,15,carnivore,9.000000,0.000000,757.724487,12.000000,7.000000,15.000000,8.000000,9.000000,5.000000,7.000000,10.000000,0.000000,2.500000,28.000000,3.000000,6.000000,
172,84,15,carnivore,9.000000,0.000000,757.724487,12.000000,7.000000,15.000000,8.000000,9.000000,5.000000,7.000000,10.000000,0.000000,2.500000,28.000000,3.000000,6.000000,
163,93,10,herbivore,21.000000,0.000000,23999.984375,15.000000,7.000000,11.000000,10.000000,7.000000,7.000000,7.000000,10.000000,0.000000,3.500000,45.000000,6.000000,9.000000,
165,93,10,herbivore,21.000000,0.000000,23999.984375,15.000000,7.000000,11.000000,10.000000,7.000000,7.000000,7.000000,10.000000,0.000000,3.500000,45.000000,6.000000,9.000000,
167,115,5,herbivore,21.000000,0.000000,23999.984375,10.000000,7.000000,12.000000,11.000000,8.000000,9.000000,7.000000,10.000000,0.000000,4.250000,20.000000,7.000000,9.000000,
169,115,5,herbivore,21.000000,0.000000,23999.984375,10.000000,7.000000,12.000000,11.000000,8.000000,9.000000,7.000000,10.000000,0.000000,4.250000,20.000000,7.000000,9.000000,
171,139,14,herbivore,21.000000,0.000000,23999.984375,14.000000,7.000000,11.000000,10.000000,6.000000,7.000000,7.000000,10.000000,0.000000,4.250000,39.000000,7.000000,10.000000,
173,139,14,herbivore,21.000000,0.000000,23999.984375,14.000000,7.000000,11.000000,10.000000,6.000000,7.000000,7.000000,10.000000,0.000000,4.250000,39.000000,7.000000,10.000000,
174,140,2,carnivore,9.000000,0.000000,757.724487,10.000000,16.000000,12.000000,9.000000,10.000000,8.000000,16.000000,10.000000,0.000000,2.500000,20.000000,3.000000,6.000000,
176,140,2,carnivore,9.000000,0.000000,757.724487,10.000000,16.000000,12.000000,9.000000,10.000000,8.000000,16.000000,10.000000,0.000000,2.500000,20.000000,3.000000,6.000000,
178,144,4,carnivore,21.000000,0.000000,23999.984375,12.000000,6.000000,20.000000,6.000000,5.000000,1.000000,6.000000,10.000000,0.000000,2.000000,28.000000,5.000000,8.000000,
180,144,4,carnivore,21.000000,0.000000,23999.984375,12.000000,6.000000,20.000000,6.000000,5.000000,1.000000,6.000000,10.000000,0.000000,2.000000,28.000000,5.000000,8.000000,
182,84,2,carnivore,21.000000,0.000000,23999.984375,11.000000,5.000000,15.000000,9.000000,12.000000,7.000000,5.000000,10.000000,0.000000,2.000000,24.000000,5.000000,8.000000,
184,84,2,carnivore,21.000000,0.000000,23999.984375,11.000000,5.000000,15.000000,9.000000,12.000000,7.000000,5.000000,10.000000,0.000000,2.000000,24.000000,5.000000,8.000000,
175,93,12,herbivore,21.000000,0.000000,23999.984375,15.000000,9.000000,9.000000,12.000000,7.000000,6.000000,9.000000,10.000000,0.000000,3.500000,45.000000,6.000000,9.000000,
177,93,12,herbivore,21.000000,0.000000,23999.984375,15.000000,9.000000,9.000000,12.000000,7.000000,6.000000,9.000000,10.000000,0.000000,3.500000,45.000000,6.000000,9.000000,
179,115,3,herbivore,15.000000,0.000000,6085.061523,11.000000,7.000000,12.000000,10.000000,6.000000,7.000000,7.000000,10.000000,0.000000,4.250000,24.000000,6.000000,10.000000,
181,115,3,herbivore,15.000000,0.000000,6085.061523,11.000000,7.000000,12.000000,10.000000,6.000000,7.000000,7.000000,10.000000,0.000000,4.250000,24.000000,6.000000,10.000000,
183,139,4,herbivore,15.000000,0.000000,6085.061523,14.000000,7.000000,11.000000,10.000000,5.000000,5.000000,7.000000,10.000000,0.000000,4.750000,39.000000,6.000000,9.000000,
185,139,4,herbivore,15.000000,0.000000,6085.061523,14.000000,7.000000,11.000000,10.000000,5.000000,5.000000,7.000000,10.000000,0.000000,4.750000,39.000000,6.000000,9.000000,
186,140,1,carnivore,9.000000,0.000000,757.724487,11.000000,15.000000,13.000000,7.000000,9.000000,7.000000,15.000000,10.000000,0.000000,2.500000,24.000000,3.000000,6.000000,
188,140,1,carnivore,9.000000,0.000000,757.724487,11.000000,15.000000,13.000000,7.000000,9.000000,7.000000,15.000000,10.000000,0.000000,2.500000,24.000000,3.000000,6.000000,
190,182,3,carnivore,21.000000,0.000000,23999.984375,11.000000,5.000000,16.000000,8.000000,12.000000,5.000000,5.000000,10.000000,0.000000,2.000000,24.000000,5.000000,8.000000,
192,182,3,carnivore,21.000000,0.000000,23999.984375,11.000000,5.000000,16.000000,8.000000,12.000000,5.000000,5.000000,10.000000,0.000000,2.000000,24.000000,5.000000,8.000000,
194,178,6,carnivore,21.000000,0.000000,23999.984375,12.000000,7.000000,19.000000,6.000000,5.000000,1.000000,7.000000,10.000000,0.000000,2.250000,28.000000,5.000000,8.000000,
196,178,6,carnivore,21.000000,0.000000,23999.984375,12.000000,7.000000,19.000000,6.000000,5.000000,1.000000,7.000000,10.000000,0.000000,2.250000,28.000000,5.000000,8.000000,
187,179,16,herbivore,15.000000,0.000000,6085.061523,10.000000,7.000000,11.000000,8.000000,7.000000,6.000000,7.000000,10.000000,0.000000,4.000000,20.000000,6.000000,9.000000,
189,179,16,herbivore,15.000000,0.000000,6085.061523,10.000000,7.000000,11.000000,8.000000,7.000000,6.000000,7.000000,10.000000,0.000000,4.000000,20.000000,6.000000,9.000000,
191,115,10,herbivore,15.000000,0.000000,6085.061523,12.000000,5.000000,12.000000,9.000000,5.000000,6.000000,5.000000,10.000000,0.000000,4.000000,28.000000,6.000000,9.000000,
193,115,10,herbivore,15.000000,0.000000,6085.061523,12.000000,5.000000,12.000000,9.000000,5.000000,6.000000,5.000000,10.000000,0.000000,4.000000,28.000000,6.000000,9.000000,
195,181,16,herbivore,15.000000,0.000000,6085.061523,10.000000,7.000000,11.000000,8.000000,7.000000,6.000000,7.000000,10.000000,0.000000,4.000000,20.000000,6.000000,9.000000,
197,181,16,herbivore,15.000000,0.000000,6085.061523,10.000000,7.000000,11.000000,8.000000,7.000000,6.000000,7.000000,10.000000,0.000000,4.000000,20.000000,6.000000,9.000000,
198,140,0,carnivore,6.000000,0.000000,144.999954,11.000000,15.000000,12.000000,8.000000,9.000000,10.000000,15.000000,10.000000,0.000000,2.250000,24.000000,2.000000,5.000000,
200,140,0,carnivore,6.000000,0.000000,144.999954,11.000000,15.000000,12.000000,8.000000,9.000000,10.000000,15.000000,10.000000,0.000000,2.250000,24.000000,2.000000,5.000000,
202,182,12,carnivore,21.000000,0.000000,23999.984375,11.000000,5.000000,17.000000,6.000000,10.000000,4.000000,5.000000,10.000000,0.000000,2.500000,24.000000,5.000000,8.000000,
204,182,12,carnivore,21.000000,0.000000,23999.984375,11.000000,5.000000,17.000000,6.000000,10.000000,4.000000,5.000000,10.000000,0.000000,2.500000,24.000000,5.000000,8.000000,
206,178,12,carnivore,21.000000,0.000000,23999.984375,11.000000,5.000000,19.000000,9.000000,7.000000,3.000000,5.000000,10.000000,0.000000,1.750000,24.000000,4.000000,7.000000,
208,178,12,carnivore,21.000000,0.000000,23999.984375,11.000000,5.000000,19.000000,9.000000,7.000000,3.000000,5.000000,10.000000,0.000000,1.750000,24.000000,4.000000,7.000000,
199,179,14,herbivore,15.000000,0.000000,6085.061523,8.000000,6.000000,11.000000,9.000000,7.000000,7.000000,6.000000,10.000000,0.000000,3.500000,12.000000,5.000000,8.000000,
201,179,14,herbivore,15.000000,0.000000,6085.061523,8.000000,6.000000,11.000000,9.000000,7.000000,7.000000,6.000000,10.000000,0.000000,3.500000,12.000000,5.000000,8.000000,
203,115,5,herbivore,21.000000,0.000000,23999.984375,11.000000,7.000000,11.000000,8.000000,5.000000,6.000000,7.000000,10.000000,0.000000,4.000000,24.000000,7.000000,10.000000,
205,115,5,herbivore,21.000000,0.000000,23999.984375,11.000000,7.000000,11.000000,8.000000,5.000000,6.000000,7.000000,10.000000,0.000000,4.000000,24.000000,7.000000,10.000000,
207,181,14,herbivore,15.000000,0.000000,6085.061523,8.000000,6.000000,11.000000,9.000000,7.000000,7.000000,6.000000,10.000000,0.000000,3.500000,12.000000,5.000000,8.000000,
209,181,14,herbivore,15.000000,0.000000,6085.061523,8.000000,6.000000,11.000000,9.000000,7.000000,7.000000,6.000000,10.000000,0.000000,3.500000,12.000000,5.000000,8.000000,
210,140,21,carnivore,6.000000,0.000000,144.999954,13.000000,16.000000,10.000000,8.000000,9.000000,9.000000,16.000000,10.000000,0.000000,2.000000,33.000000,2.000000,4.000000,
212,140,21,carnivore,6.000000,0.000000,144.999954,13.000000,16.000000,10.000000,8.000000,9.000000,9.000000,16.000000,10.000000,0.000000,2.000000,33.000000,2.000000,4.000000,
214,198,6,carnivore,15.000000,0.000000,6085.061523,10.000000,13.000000,13.000000,8.000000,9.000000,12.000000,13.000000,10.000000,0.000000,2.000000,20.000000,4.000000,7.000000,
216,198,6,carnivore,15.000000,0.000000,6085.061523,10.000000,13.000000,13.000000,8.000000,9.000000,12.000000,13.000000,10.000000,0.000000,2.000000,20.000000,4.000000,7.000000,
218,178,11,carnivore,21.000000,0.000000,23999.984375,12.000000,5.000000,17.000000,11.000000,8.000000,5.000000,5.000000,10.000000,0.000000,1.250000,28.000000,4.000000,6.000000,
220,178,11,carnivore,21.000000,0.000000,23999.984375,12.000000,5.000000,17.000000,11.000000,8.000000,5.000000,5.000000,10.000000,0.000000,1.250000,28.000000,4.000000,6.000000,
211,199,5,herbivore,21.000000,0.000000,23999.984375,7.000000,5.000000,12.000000,10.000000,8.000000,9.000000,5.000000,10.000000,0.000000,3.500000,9.000000,6.000000,8.000000,
213,199,5,herbivore,21.000000,0.000000,23999.984375,7.000000,5.000000,12.000000,10.000000,8.000000,9.000000,5.000000,10.000000,0.000000,3.500000,9.000000,6.000000,8.000000,
215,115,12,herbivore,21.000000,0.000000,23999.984375,10.000000,6.000000,12.000000,10.000000,6.000000,6.000000,6.000000,10.000000,0.000000,3.750000,20.000000,6.000000,8.000000,
217,115,12,herbivore,21.000000,0.000000,23999.984375,10.000000,6.000000,12.000000,10.000000,6.000000,6.000000,6.000000,10.000000,0.000000,3.750000,20.000000,6.000000,8.000000,
219,181,5,herbivore,21.000000,0.000000,23999.984375,7.000000,5.000000,12.000000,10.000000,8.000000,9.000000,5.000000,10.000000,0.000000,3.500000,9.000000,6.000000,8.000000,
221,181,5,herbivore,21.000000,0.000000,23999.984375,7.000000,5.000000,12.000000,10.000000,8.000000,9.000000,5.000000,10.000000,0.000000,3.500000,9.000000,6.000000,8.000000,
222,140,7,carnivore,6.000000,0.000000,144.999954,13.000000,16.000000,10.000000,8.000000,10.000000,10.000000,16.000000,10.000000,0.000000,2.000000,33.000000,2.000000,5.000000,
224,140,7,carnivore,6.000000,0.000000,144.999954,13.000000,16.000000,10.000000,8.000000,10.000000,10.000000,16.000000,10.000000,0.000000,2.000000,33.000000,2.000000,5.000000,
226,198,4,carnivore,15.000000,0.000000,6085.061523,11.000000,13.000000,12.000000,10.000000,10.000000,11.000000,13.000000,10.000000,0.000000,1.750000,24.000000,3.000000,6.000000,
228,198,4,carnivore,15.000000,0.000000,6085.061523,11.000000,13.000000,12.000000,10.000000,10.000000,11.000000,13.000000,10.000000,0.000000,1.750000,24.000000,3.000000,6.000000,
230,178,18,carnivore,15.000000,0.000000,6085.061523,12.000000,6.000000,17.000000,9.000000,7.000000,4.000000,6.000000,10.000000,0.000000,1.500000,28.000000,3.000000,6.000000,
232,178,18,carnivore,15.000000,0.000000,6085.061523,12.000000,6.000000,17.000000,9.000000,7.000000,4.000000,6.000000,10.000000,0.000000,1.500000,28.000000,3.000000,6.000000,
223,199,3,herbivore,21.000000,0.000000,23999.984375,9.000000,6.000000,12.000000,10.000000,7.000000,7.000000,6.000000,10.000000,0.000000,3.750000,16.000000,6.000000,9.000000,
225,199,3,herbivore,21.000000,0.000000,23999.984375,9.000000,6.000000,12.000000,10.000000,7.000000,7.000000,6.000000,10.000000,0.000000,3.750000,16.000000,6.000000,9.000000,
227,115,15,herbivore,21.000000,0.000000,23999.984375,9.000000,5.000000,12.000000,14.000000,9.000000,8.000000,5.000000,10.000000,0.000000,3.000000,16.000000,6.000000,9.000000,
229,115,15,herbivore,21.000000,0.000000,23999.984375,9.000000,5.000000,12.000000,14.000000,9.000000,8.000000,5.000000,10.000000,0.000000,3.000000,16.000000,6.000000,9.000000,
231,181,13,herbivore,21.000000,0.000000,23999.984375,8.000000,5.000000,11.000000,10.000000,8.000000,10.000000,5.000000,10.000000,0.000000,3.250000,12.000000,6.000000,9.000000,
233,181,13,herbivore,21.000000,0.000000,23999.984375,8.000000,5.000000,11.000000,10.000000,8.000000,10.000000,5.000000,10.000000,0.000000,3.250000,12.000000,6.000000,9.000000,
234,226,9,carnivore,21.000000,0.000000,23999.984375,11.000000,13.000000,13.000000,9.000000,8.000000,11.000000,13.000000,10.000000,0.000000,2.000000,24.000000,5.000000,8.000000,
236,226,9,carnivore,21.000000,0.000000,23999.984375,11.000000,13.000000,13.000000,9.000000,8.000000,11.000000,13.000000,10.000000,0.000000,2.000000,24.000000,5.000000,8.000000,
238,228,0,carnivore,21.000000,0.000000,23999.984375,12.000000,14.000000,11.000000,11.000000,11.000000,11.000000,14.000000,10.000000,0.000000,1.500000,28.000000,4.000000,7.000000,
240,228,0,carnivore,21.000000,0.000000,23999.984375,12.000000,14.000000,11.000000,11.000000,11.000000,11.000000,14.000000,10.000000,0.000000,1.500000,28.000000,4.000000,7.000000,
242,178,1,carnivore,15.000000,0.000000,6085.061523,11.000000,6.000000,18.000000,9.000000,7.000000,5.000000,6.000000,10.000000,0.000000,1.750000,24.000000,3.000000,6.000000,
244,178,1,carnivore,15.000000,0.000000,6085.061523,11.000000,6.000000,18.000000,9.000000,7.000000,5.000000,6.000000,10.000000,0.000000,1.750000,24.000000,3.000000,6.000000,
235,199,1,herbivore,21.000000,0.000000,23999.984375,8.000000,5.000000,11.000000,12.000000,9.000000,10.000000,5.000000,10.000000,0.000000,3.000000,12.000000,6.000000,9.000000,
237,199,1,herbivore,21.000000,0.000000,23999.984375,8.000000,5.000000,11.000000,12.000000,9.000000,10.000000,5.000000,10.000000,0.000000,3.000000,12.000000,6.000000,9.000000,
239,115,2,herbivore,21.000000,0.000000,23999.984375,10.000000,7.000000,12.000000,13.000000,10.000000,10.000000,7.000000,10.000000,0.000000,3.250000,20.000000,6.000000,9.000000,
241,115,2,herbivore,21.000000,0.000000,23999.984375,10.000000,7.000000,12.000000,13.000000,10.000000,10.000000,7.000000,10.000000,0.000000,3.250000,20.000000,6.000000,9.000000,
243,223,9,herbivore,21.000000,0.000000,23999.984375,8.000000,5.000000,13.000000,8.000000,6.000000,6.000000,5.000000,10.000000,0.000000,3.250000,12.000000,6.000000,9.000000,
245,223,9,herbivore,21.000000,0.000000,23999.984375,8.000000,5.000000,13.000000,8.000000,6.000000,6.000000,5.000000,10.000000,0.000000,3.250000,12.000000,6.000000,9.000000,
246,244,9,carnivore,21.000000,0.000000,23999.984375,10.000000,5.000000,19.000000,8.000000,6.000000,6.000000,5.000000,10.000000,0.000000,1.750000,20.000000,4.000000,7.000000,
248,244,9,carnivore,21.000000,0.000000,23999.984375,10.000000,5.000000,19.000000,8.000000,6.000000,6.000000,5.000000,10.000000,0.000000,1.750000,20.000000,4.000000,7.000000,
250,228,18,carnivore,15.000000,0.000000,6085.061523,13.000000,14.000000,10.000000,10.000000,10.000000,12.000000,14.000000,10.000000,0.000000,1.250000,33.000000,3.000000,6.000000,
252,228,18,carnivore,15.000000,0.000000,6085.061523,13.000000,14.000000,10.000000,10.000000,10.000000,12.000000,14.000000,10.000000,0.000000,1.250000,33.000000,3.000000,6.000000,
254,178,2,carnivore,21.000000,0.000000,23999.984375,11.000000,6.000000,17.000000,10.000000,9.000000,5.000000,6.000000,10.000000,0.000000,1.750000,24.000000,4.000000,7.000000,
256,178,2,carnivore,21.000000,0.000000,23999.984375,11.000000,6.000000,17.000000,10.000000,9.000000,5.000000,6.000000,10.000000,0.000000,1.750000,24.000000,4.000000,7.000000,
247,237,8,herbivore,21.000000,0.000000,23999.984375,8.000000,6.000000,12.000000,11.000000,7.000000,7.000000,6.000000,10.000000,0.000000,3.500000,12.000000,6.000000,9.000000,
249,237,8,herbivore,21.000000,0.000000,23999.984375,8.000000,6.000000,12.000000,11.000000,7.000000,7.000000,6.000000,10.000000,0.000000,3.500000,12.000000,6.000000,9.000000,
251,241,19,herbivore,21.000000,0.000000,23999.984375,12.000000,6.000000,11.000000,13.000000,10.000000,9.000000,6.000000,10.000000,0.000000,2.750000,28.000000,5.000000,8.000000,
253,241,19,herbivore,21.000000,0.000000,23999.984375,12.000000,6.000000,11.000000,13.000000,10.000000,9.000000,6.000000,10.000000,0.000000,2.750000,28.000000,5.000000,8.000000,
255,223,19,herbivore,21.000000,0.000000,23999.984375,8.000000,6.000000,12.000000,12.000000,5.000000,5.000000,6.000000,10.000000,0.000000,3.000000,12.000000,6.000000,9.000000,
257,223,19,herbivore,21.000000,0.000000,23999.984375,8.000000,6.000000,12.000000,12.000000,5.000000,5.000000,6.000000,10.000000,0.000000,3.000000,12.000000,6.000000,9.000000,
258,244,15,carnivore,21.000000,0.000000,23999.984375,11.000000,6.000000,17.000000,10.000000,7.000000,8.000000,6.000000,10.000000,0.000000,1.250000,24.000000,4.000000,6.000000,
260,244,15,carnivore,21.000000,0.000000,23999.984375,11.000000,6.000000,17.000000,10.000000,7.000000,8.000000,6.000000,10.000000,0.000000,1.250000,24.000000,4.000000,6.000000,
